period,area_name,ndvi_mean,ndvi_mean_ma
2022-02-13,Tembalang,0.0999908660187322,0.3212669041529097
2022-02-23,Tembalang,0.4633206802986946,0.3231818322834137
2022-03-05,Tembalang,0.5298352084986054,0.3752751913699206
2022-03-15,Tembalang,0.0672888354845021,0.2751387086126546
2022-03-25,Tembalang,0.5194657797936552,0.3359802740188379
2022-04-04,Tembalang,0.4885829681455454,0.4136986944442006
2022-04-14,Tembalang,0.5092486306146166,0.4228842845073849
2022-04-24,Tembalang,0.5149842006551979,0.4199140829387034
2022-05-04,Tembalang,0.5077834824021983,0.5080130123222426
2022-05-14,Tembalang,0.5294162628285007,0.5100031089292119
2022-05-24,Tembalang,0.5052929647764157,0.5133451082553858
2022-06-03,Tembalang,0.5667137128497167,0.5248381247024059
2022-06-13,Tembalang,0.5053273310483821,0.5229067507810428
2022-06-23,Tembalang,0.5148197258722824,0.5243139994750596
2022-07-03,Tembalang,0.5127331001698328,0.520977366943326
2022-07-13,Tembalang,0.4832826770385469,0.5165753093957522
2022-07-23,Tembalang,0.4804160684854375,0.4993157805228964
2022-08-02,Tembalang,0.4548747240687538,0.4892252591269707
2022-08-12,Tembalang,0.4673115732533295,0.4797236286031801
2022-08-22,Tembalang,0.4025518988589499,0.4576873883410035
2022-09-01,Tembalang,0.4253927731408346,0.446109407561461
2022-09-11,Tembalang,0.4258754308262,0.4352012800296135
2022-09-21,Tembalang,0.4241653779851956,0.4290594108129019
2022-10-11,Tembalang,0.1244878619909286,0.3604946685604217
2022-10-21,Tembalang,0.488859108792699,0.3777561105471715
2022-10-31,Tembalang,0.2712714415588,0.3469318442307646
2022-11-20,Tembalang,0.4760167744688348,0.3569601129592916
2022-11-30,Tembalang,0.4972846125930754,0.3715839598808675
2023-01-09,Tembalang,0.4970883288239072,0.4461040532474633
2023-02-08,Tembalang,0.464852302669156,0.4413026920227547
2023-02-18,Tembalang,0.3863224472634797,0.4643128931636906
2023-02-28,Tembalang,0.4894837963833298,0.4670062975465896
2023-03-10,Tembalang,0.157663880856163,0.3990821511992071
2023-03-20,Tembalang,0.4763936924188202,0.3949432239181897
2023-03-30,Tembalang,0.5075130480418784,0.4034753729927341
2023-04-09,Tembalang,0.5368429483961837,0.433579473219275
2023-04-19,Tembalang,0.5195763739883997,0.4395979887402889
2023-04-29,Tembalang,0.5399990289224618,0.5160650183535488
2023-05-09,Tembalang,0.5062238584327193,0.5220310515563286
2023-05-19,Tembalang,0.4793304501632698,0.5163945319806069
2023-05-29,Tembalang,0.4937138304654682,0.5077687083944638
2023-06-08,Tembalang,0.4486644587951445,0.4935863253558127
2023-06-18,Tembalang,0.4370050442826632,0.4729875284278529
2023-06-28,Tembalang,0.4304722546067831,0.4578372076626658
2023-07-08,Tembalang,0.4786592525969699,0.4577029681494058
2023-07-18,Tembalang,0.4491057891224032,0.4487813598807927
2023-07-28,Tembalang,0.4145907461835084,0.4419666173584655
2023-08-07,Tembalang,0.3787373540879724,0.4303130793195274
2023-08-17,Tembalang,0.3661399293507298,0.4174466142683167
2023-08-27,Tembalang,0.3395400133784023,0.3896227664246032
2023-09-06,Tembalang,0.3225366081732352,0.3643089302347696
2023-09-16,Tembalang,0.3072493645923355,0.342840653916535
2023-09-26,Tembalang,0.3058997811361914,0.3282731393261788
2023-10-06,Tembalang,0.2727074036697081,0.3095866341899745
2023-10-16,Tembalang,0.2742118672856054,0.2965210049714151
2023-10-26,Tembalang,0.3313523199006618,0.2982841473169004
2023-11-05,Tembalang,0.3531500915177483,0.3074642927019829
2023-11-15,Tembalang,0.4080450017854999,0.3278933368318447
2023-11-25,Tembalang,0.1313294057756065,0.2996177372530244
2023-12-05,Tembalang,0.492173014621971,0.3432099667202974
2023-12-15,Tembalang,0.419422290685881,0.3608239608773413
2023-12-25,Tembalang,0.4643570433728719,0.383065351248366
2024-01-04,Tembalang,0.4314683543423641,0.3877500217597389
2024-01-24,Tembalang,-0.0686181669493425,0.3477605072147491
2024-02-03,Tembalang,0.5334402775375451,0.3560139597978639
2024-02-13,Tembalang,0.1188040065234324,0.2958903029653742
2024-02-23,Tembalang,0.3179668252230124,0.2666122593354023
2024-03-04,Tembalang,0.1116449686119772,0.2026475821893249
2024-03-14,Tembalang,0.4962072305843318,0.3156126616960598
2024-03-24,Tembalang,0.5033568254390818,0.3095959712763671
2024-04-03,Tembalang,0.5269533226165766,0.391225834494996
2024-04-13,Tembalang,0.5087199310564524,0.429376455661684
2024-04-23,Tembalang,0.4945087153553627,0.5059492050103611
2024-05-03,Tembalang,0.4966387092249923,0.5060355007384932
2024-05-13,Tembalang,0.4756481431588997,0.5004937642824567
2024-05-23,Tembalang,0.4724128641949272,0.4895856725981268
2024-06-02,Tembalang,0.4908277508253352,0.4860072365519034
2024-06-12,Tembalang,0.4964321508435191,0.4863919236495347
2024-06-22,Tembalang,0.5011655226284318,0.4872972863302226
2024-07-02,Tembalang,0.4949694339762055,0.4911615444936837
2024-07-12,Tembalang,0.43906069495501,0.4844911106457003
2024-07-22,Tembalang,0.4067197362877169,0.4676695077381766
2024-08-01,Tembalang,0.4121577579846098,0.4508146291663948
2024-08-11,Tembalang,0.4029273682091076,0.4311669982825299
2024-08-21,Tembalang,0.3657050741228042,0.4053141263118497
2024-08-31,Tembalang,0.3639615342965082,0.3902942941801494
2024-09-10,Tembalang,0.362990798423805,0.3815485066073669
2024-09-20,Tembalang,0.3671277975417672,0.3725425145187985
2024-09-30,Tembalang,0.4190893364036548,0.3757749081577078
2024-10-10,Tembalang,0.1111284376594515,0.3248595808650373
2024-10-20,Tembalang,0.4233062144977715,0.33672851690529
2024-10-30,Tembalang,0.3271269381486328,0.3295557448502555
2024-11-09,Tembalang,0.1198768942894519,0.2801055641997925
2024-11-29,Tembalang,0.5458690853811972,0.3054615139953009
2024-12-09,Tembalang,0.4127227738209542,0.3657803812276015
2024-12-19,Tembalang,0.5351488944629341,0.388148917220634
2024-12-29,Tembalang,0.5480279725060286,0.4323291240921132
2025-01-08,Tembalang,0.2185306350981572,0.4520598722538542
2025-01-28,Tembalang,0.4903415737167299,0.4409543699209609
2025-02-07,Tembalang,0.3649104692999448,0.4313919090167589
2025-02-17,Tembalang,0.1238836835238329,0.3491388668289387
2025-02-27,Tembalang,0.513971436060269,0.3423275595397867
2025-03-09,Tembalang,0.4809698957718378,0.3948154116745228
2025-03-19,Tembalang,0.0210074953631394,0.3009485960038048
2025-03-29,Tembalang,0.5109037332292908,0.330147248789674
2025-04-08,Tembalang,0.3147199645540432,0.368314504995716
2025-04-18,Tembalang,0.4564795988761565,0.3568161375588936
2025-04-28,Tembalang,0.5014250399480287,0.3609071663941317
2025-05-08,Tembalang,0.0993027415236275,0.3765662156262294
2025-05-18,Tembalang,0.5186303707507067,0.3781115431305125
2025-05-28,Tembalang,0.4945008274226772,0.4140677157042393
